帖子id,帖子链接,帖子用户名,机器人状态,人的形象,是否比赛视频,robot_status原文,媒体类型,语言,特点,数据原文件地址
G3dUT685Zpk,https://www.youtube.com/shorts/G3dUT685Zpk,RuViral EN — in English,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
G5no8Rn9CbI,https://www.youtube.com/shorts/G5no8Rn9CbI,CodersVoice (CodersVoice),强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
HYeP7dalMAc,https://www.youtube.com/watch?v=HYeP7dalMAc,METRO TV,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
I0z7fktQisI,https://www.youtube.com/watch?v=I0z7fktQisI,AI 365,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
IeYJMxLWGdg,https://www.youtube.com/shorts/IeYJMxLWGdg,Global Bite Diaries,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
JEB5N2-D9uE,https://www.youtube.com/shorts/JEB5N2-D9uE,HomeyGulou,弱势,服务照护,是,可爱（可爱，萌萌哒）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
JUvELRzrJU4,https://www.youtube.com/watch?v=JUvELRzrJU4,MARCA,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
K8zHsUvDLdo,https://www.youtube.com/shorts/K8zHsUvDLdo,International Channel Shanghai,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Mkq5SxrB5mw,https://www.youtube.com/watch?v=Mkq5SxrB5mw,Global Update,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
NiTrNF-Teu4,https://www.youtube.com/shorts/NiTrNF-Teu4,Curiosity Power Grid,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
OPwHAMCD9y0,https://www.youtube.com/shorts/OPwHAMCD9y0,MANUS™,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
PC6b6vN_02c,https://www.youtube.com/shorts/PC6b6vN_02c,KAZINFORM,混合,服务照护,是,混合（都有）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
QIJSUF-PLqo,https://www.youtube.com/watch?v=QIJSUF-PLqo,4 News Now,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
R9Ts-sqXcnc,https://www.youtube.com/watch?v=R9Ts-sqXcnc,DRM News,混合,服务照护,是,混合（都有）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
SJOw6IAzAxM,https://www.youtube.com/shorts/SJOw6IAzAxM,FACTO,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
SnSVWoh9LL0,https://www.youtube.com/shorts/SnSVWoh9LL0,Shadow5Cipher,失败,服务照护,是,失败（如摔倒，失去能力）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Sr1W8G153uo,https://www.youtube.com/watch?v=Sr1W8G153uo,Tech Przełom,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
TuarCJN6uwQ,https://www.youtube.com/watch?v=TuarCJN6uwQ,APT,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
U1bdjBmBNso,https://www.youtube.com/shorts/U1bdjBmBNso,CityNews,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
UJNBInLyxGY,https://www.youtube.com/watch?v=UJNBInLyxGY,NBC News,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
UVW57Ua64Jw,https://www.youtube.com/watch?v=UVW57Ua64Jw,Correio Braziliense,混合,观众,是,混合（都有）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Ug3UqSY-Dbs,https://www.youtube.com/shorts/Ug3UqSY-Dbs,techniahqrobot,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Ut_CJbzwTxo,https://www.youtube.com/watch?v=Ut_CJbzwTxo,The Conversation,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
VtqqkJS4GNg,https://www.youtube.com/shorts/VtqqkJS4GNg,Potato Animate :),,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
WSUrC1djzTg,https://www.youtube.com/watch?v=WSUrC1djzTg,CCTV Video News Agency,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Wa35Ddqn-IM,https://www.youtube.com/watch?v=Wa35Ddqn-IM,Sports TV,失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
WuFuurzCRM0,https://www.youtube.com/watch?v=WuFuurzCRM0,CCTV Video News Agency,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
XD4JliTpDsU,https://www.youtube.com/shorts/XD4JliTpDsU,ContentDigest876,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
XVcLWuN6euc,https://www.youtube.com/watch?v=XVcLWuN6euc,DWS News,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Y31hDksozLY,https://www.youtube.com/shorts/Y31hDksozLY,study knowledge,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
YCZ3TOi83dA,https://www.youtube.com/watch?v=YCZ3TOi83dA,Tales From The Crib,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
YTTnUMpP02U,https://www.youtube.com/watch?v=YTTnUMpP02U,NDTV Profit,常态,服务照护,是,常态（正常跑步和运动）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Y_TjArA5ynE,https://www.youtube.com/shorts/Y_TjArA5ynE,Kazinform News Agency,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Yrq_dP0wS8w,https://www.youtube.com/watch?v=Yrq_dP0wS8w,Robots Core,混合,服务照护,是,混合（都有）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ZhdbyCCOyHM,https://www.youtube.com/watch?v=ZhdbyCCOyHM,Newsradio WRVA,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ZmvTyKrkOfQ,https://www.youtube.com/shorts/ZmvTyKrkOfQ,Hi China,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
_lVzVSHyfBA,https://www.youtube.com/shorts/_lVzVSHyfBA,Space and Technology,弱势,服务照护,是,可爱（可爱，萌萌哒）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
_oT6wSLJ9cA,https://www.youtube.com/shorts/_oT6wSLJ9cA,The Breaking Connect,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
_rx246xbixA,https://www.youtube.com/watch?v=_rx246xbixA,CGTN Europe,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ab-14Hhj0Rs,https://www.youtube.com/shorts/ab-14Hhj0Rs,China News 中国新闻网,弱势,服务照护,是,可爱（可爱，萌萌哒）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
aqHAeXpM99c,https://www.youtube.com/shorts/aqHAeXpM99c,Impact AI News,常态,服务照护,是,常态（正常跑步和运动）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
b4tQa1TuB3s,https://www.youtube.com/shorts/b4tQa1TuB3s,ST DISCUSS,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
b71MTJO1958,https://www.youtube.com/shorts/b71MTJO1958,TrendForge,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
bQ7B3dERvKs,https://www.youtube.com/watch?v=bQ7B3dERvKs,New China TV,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
biyPidddr14,https://www.youtube.com/watch?v=biyPidddr14,Dünya Oyuncusu,失败,观众,是,失败（如摔倒，失去能力）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ccgAwgDvo1Q,https://www.youtube.com/watch?v=ccgAwgDvo1Q,Bianca Ma,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
d0HaVdAav5I,https://www.youtube.com/shorts/d0HaVdAav5I,FactForge,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
d1q5iu29wZk,https://www.youtube.com/watch?v=d1q5iu29wZk,Reuters,混合,观众,是,混合（都有）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ddvclJ3r-IY,https://www.youtube.com/shorts/ddvclJ3r-IY,New China TV,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ewPjqIZcn8A,https://www.youtube.com/shorts/ewPjqIZcn8A,XiamenMagic,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
far7Ol-yhPM,https://www.youtube.com/watch?v=far7Ol-yhPM,DRM News,弱势,服务照护,是,可爱（可爱，萌萌哒）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
fvK-rYovcpM,https://www.youtube.com/shorts/fvK-rYovcpM,Warta Ekonomi,失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
g49Y7b9uVfk,https://www.youtube.com/shorts/g49Y7b9uVfk,Nono Z,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
gPrD4PrkIa0,https://www.youtube.com/shorts/gPrD4PrkIa0,Xinhua Myanmar,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
gWFfz9t8bHI,https://www.youtube.com/shorts/gWFfz9t8bHI,techniahqrobot,常态,服务照护,是,常态（正常跑步和运动）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
hRbPzA6yhvg,https://www.youtube.com/watch?v=hRbPzA6yhvg,Bandung TV News,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
htEayI8_fTI,https://www.youtube.com/watch?v=htEayI8_fTI,Times Now World,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
jOrCL4AiT20,https://www.youtube.com/shorts/jOrCL4AiT20,Panda Guide,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
k-eRS4ZnR_I,https://www.youtube.com/watch?v=k-eRS4ZnR_I,METRO TV,,服务照护,否,,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
lib2m3ScYVs,https://www.youtube.com/watch?v=lib2m3ScYVs,中国新闻社,混合,服务照护,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
lq74bWSjDz4,https://www.youtube.com/watch?v=lq74bWSjDz4,METRO TV,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
mWTRk-mp1xs,https://www.youtube.com/watch?v=mWTRk-mp1xs,Sports Insider by DRM,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
mtboMku8bWo,https://www.youtube.com/shorts/mtboMku8bWo,Titan Ledger,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
mvwZrw8x24U,https://www.youtube.com/watch?v=mvwZrw8x24U,APT,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
nAx3jl9aSdc,https://www.youtube.com/watch?v=nAx3jl9aSdc,NDTV Profit,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
nUGq6Sbeg4g,https://www.youtube.com/shorts/nUGq6Sbeg4g,techniahqrobot,失败,观众,是,失败（如摔倒，失去能力）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
nZ2SHan9bTU,https://www.youtube.com/shorts/nZ2SHan9bTU,Eric Sagouin,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
nkITm4xySwE,https://www.youtube.com/watch?v=nkITm4xySwE,CCTV Video News Agency,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
oPZYATbn2YU,https://www.youtube.com/watch?v=oPZYATbn2YU,Radio13c,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
opduu3eNb0g,https://www.youtube.com/watch?v=opduu3eNb0g,Robeality,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
pTkbfLJDVMY,https://www.youtube.com/shorts/pTkbfLJDVMY,International Channel Shanghai,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
pdP1XX0XTqs,https://www.youtube.com/shorts/pdP1XX0XTqs,Hola Ningde,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
pho5AFcAgdk,https://www.youtube.com/watch?v=pho5AFcAgdk,Bhuwan,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
qWeqjHMIPZw,https://www.youtube.com/shorts/qWeqjHMIPZw,Smarter Living,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
rN_qJMSxcPc,https://www.youtube.com/watch?v=rN_qJMSxcPc,Anita lava la tina,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
rqZv1KkAh6E,https://www.youtube.com/watch?v=rqZv1KkAh6E,Paraluman News,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
rs4dks_DrSE,https://www.youtube.com/shorts/rs4dks_DrSE,Zuiden,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
s1vBC6ND6Ts,https://www.youtube.com/watch?v=s1vBC6ND6Ts,fijivillage,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
s6pVeRRYRUg,https://www.youtube.com/watch?v=s6pVeRRYRUg,RobotHOT,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
sTsHgWbcmjA,https://www.youtube.com/watch?v=sTsHgWbcmjA,The Hindu,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
scW2e6pDnb0,https://www.youtube.com/shorts/scW2e6pDnb0,Jaze Phua,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
sd-na7Nl304,https://www.youtube.com/shorts/sd-na7Nl304,Ariana News,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
stLZpoKnSb8,https://www.youtube.com/shorts/stLZpoKnSb8,RuViral EN — in English,失败,服务照护,是,失败（如摔倒，失去能力）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
sx03OZWuPiU,https://www.youtube.com/shorts/sx03OZWuPiU,Fun Pulse TV,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
t0DpxnhzTe0,https://www.youtube.com/shorts/t0DpxnhzTe0,放牛班,,,是,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
tYb8ZZW6zsk,https://www.youtube.com/watch?v=tYb8ZZW6zsk,Not So Christian Brothers,,,否,,,,标,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
v0FM4XBnzDM,https://www.youtube.com/watch?v=v0FM4XBnzDM,CodersVoice (CodersVoice),常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
vB_Z3_OwitE,https://www.youtube.com/shorts/vB_Z3_OwitE,CoreCrunch,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
vE8qaqtpmGY,https://www.youtube.com/watch?v=vE8qaqtpmGY,ZME Science,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wBp4QErnZbI,https://www.youtube.com/watch?v=wBp4QErnZbI,Noor Info Zone,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wCp-g-ICJ1c,https://www.youtube.com/shorts/wCp-g-ICJ1c,Hi China,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wHiwbvjZ7j8,https://www.youtube.com/watch?v=wHiwbvjZ7j8,Orang IT Kan,常态,服务照护,是,常态（正常跑步和运动）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wK0-1pkKBdQ,https://www.youtube.com/watch?v=wK0-1pkKBdQ,Hello Wabs,失败,服务照护,是,失败（如摔倒，失去能力）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wWUQowSXk8g,https://www.youtube.com/watch?v=wWUQowSXk8g,Yash Chouhan,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wiwLOSTyPNg,https://www.youtube.com/watch?v=wiwLOSTyPNg,CCTV Video News Agency,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wwJM1OqLcxA,https://www.youtube.com/shorts/wwJM1OqLcxA,KNOWLEDGE WITH SHAKIR,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
x3CXa25_wSU,https://www.youtube.com/watch?v=x3CXa25_wSU,Reuters,混合,服务照护,是,混合（都有）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
yDB8IHA-S-0,https://www.youtube.com/watch?v=yDB8IHA-S-0,The Sun,常态,服务照护,是,常态（正常跑步和运动）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ygf5igr0it0,https://www.youtube.com/shorts/ygf5igr0it0,China SCIO,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
z-ECv5s3-zM,https://www.youtube.com/watch?v=z-ECv5s3-zM,ETV Andhra Pradesh,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
zE2s8Zk68hE,https://www.youtube.com/shorts/zE2s8Zk68hE,Victor Ivanov,强势,服务照护,是,强势（如超高性能，跑得很快）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
zr5UVhMhO3U,https://www.youtube.com/watch?v=zr5UVhMhO3U,玉麒麟,混合,观众,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
